#,Grammar,Reading,Meaning,Source
118,に難くない,（にかたくない）,"easy to do; it’s not hard to (imagine, understand, guess)",https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e9%9b%a3%e3%81%8f%e3%81%aa%e3%81%84-%e3%81%ab%e3%81%8b%e3%81%9f%e3%81%8f%e3%81%aa%e3%81%84-ni-katakunai-meaning/
119,にまつわる,,to be related to; to concern; associated with ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%be%e3%81%a4%e3%82%8f%e3%82%8b-ni-matsuwaru-meaning/
120,に則って,（にのっとって）,based on; according to; in accordance with ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e5%89%87%e3%81%a3%e3%81%a6-%e3%81%ab%e3%81%ae%e3%81%a3%e3%81%a8%e3%81%a3%e3%81%a6-ni-nottotte-meaning/
121,に先駆けて,（にさきがけて）,prior to; to be the first (pioneer); being ahead of ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e5%85%88%e9%a7%86%e3%81%91%e3%81%a6-%e3%81%ab%e3%81%95%e3%81%8d%e3%81%8c%e3%81%91%e3%81%a6-ni-sakigakete-meaning/
122,に忍びない,（にしのびない）,cannot bring oneself (to do); unable to bear ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e5%bf%8d%e3%81%b3%e3%81%aa%e3%81%84-%e3%81%ab%e3%81%97%e3%81%ae%e3%81%b3%e3%81%aa%e3%81%84-ni-shinobinai-meaning/
123,にしたところで / としたところで,,even if; even supposing that ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%97%e3%81%9f%e3%81%a3%e3%81%a6-%e3%81%ab%e3%81%97%e3%81%9f%e3%81%a8%e3%81%93%e3%82%8d%e3%81%a7-ni-shitatte-meaning/
124,にして,,"at / on / under certain conditions (time, position, age, number of times)",https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%97%e3%81%a6-ni-shite-meaning/
125,に即して,（にそくして）,according to; in keeping with; to be based on ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e5%8d%b3%e3%81%97%e3%81%a6-%e3%81%ab%e3%81%9d%e3%81%8f%e3%81%97%e3%81%a6-ni-sokushite-meaning/
126,に耐える / に耐えない,（にたえる / にたえない）,worth doing; can do; cannot bear doing ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e8%80%90%e3%81%88%e3%82%8b-%e3%81%ab%e8%80%90%e3%81%88%e3%81%aa%e3%81%84-%e3%81%ab%e3%81%9f%e3%81%88%e3%82%8b-%e3%81%ab%e3%81%9f%e3%81%88%e3%81%aa%e3%81%84-ni-taeru-ni-taenai-meaning/
127,に足らない / に足りない,（にたらない / にたりない）,cannot; not worthy; not worth doing ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e8%b6%b3%e3%82%89%e3%81%aa%e3%81%84-%e3%81%ab%e8%b6%b3%e3%82%8a%e3%81%aa%e3%81%84-ni-taranai-ni-tarinai-meaning/
128,に足る / に足りる,（にたる / にたりる）,can do; worthy; worth doing,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e8%b6%b3%e3%82%8b-%e3%81%ab%e8%b6%b3%e3%82%8a%e3%82%8b-ni-taru-ni-tariru-meaning/
129,に照らして,（にてらして）,according to; in view of; in light of ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e7%85%a7%e3%82%89%e3%81%97%e3%81%a6-%e3%81%ab%e3%81%a6%e3%82%89%e3%81%97%e3%81%a6-ni-terashite-meaning/
130,にとどまらず,,not limited to; not only… but also ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%a8%e3%81%a9%e3%81%be%e3%82%89%e3%81%9a-ni-todomarazu-meaning/
131,には無理がある,（にはむりがある）,difficult to do; is unreasonable / unrealistic / impossible,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%af%e7%84%a1%e7%90%86%e3%81%8c%e3%81%82%e3%82%8b-%e3%81%ab%e3%81%af%e3%82%80%e3%82%8a%e3%81%8c%e3%81%82%e3%82%8b-ni-wa-muri-ga-aru-meaning/
132,によらず,,regardless of ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%82%88%e3%82%89%e3%81%9a-ni-yorazu-meaning/
133,に～を重ねて,（に～をかさねて）,"success after continuous (effort, work, adjustments, etc.)",https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%ef%bd%9e%e3%82%92%e9%87%8d%e3%81%ad%e3%81%a6-ni-o-kasanete-meaning/
134,にもほどがある,,there is a limit to what is acceptable; to go too far,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%82%82%e7%a8%8b%e3%81%8c%e3%81%82%e3%82%8b-%e3%81%ab%e3%82%82%e3%81%bb%e3%81%a9%e3%81%8c%e3%81%82%e3%82%8b-nimo-hodo-ga-aru-meaning/
135,にも増して,（にもまして）,more than…; above ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%82%82%e5%a2%97%e3%81%97%e3%81%a6-%e3%81%ab%e3%82%82%e3%81%be%e3%81%97%e3%81%a6-nimo-mashite-meaning/
136,には当たらない,（にはあたらない）,it’s not worth; there’s no need to; does not correspond to ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%af%e5%bd%93%e3%81%9f%e3%82%89%e3%81%aa%e3%81%84-%e3%81%ab%e3%81%af%e3%81%82%e3%81%9f%e3%82%89%e3%81%aa%e3%81%84-niwa-ataranai-meaning/
137,には及ばない,（にはおよばない）,there is no need to; unnecessary; no match for ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%af%e5%8f%8a%e3%81%b0%e3%81%aa%e3%81%84-%e3%81%ab%e3%81%af%e3%81%8a%e3%82%88%e3%81%b0%e3%81%aa%e3%81%84-niwa-oyobanai-meaning/
138,の至り,（のいたり）,utmost; extremely ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ae%e8%87%b3%e3%82%8a-%e3%81%ae%e3%81%84%e3%81%9f%e3%82%8a-no-itari-meaning/
139,の極み,（のきわみ）,utmost; extremely ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ae%e6%a5%b5%e3%81%bf-no-kiwami-meaning/
140,のなんのって,,extremely ~ (cannot be expressed in words),https://jlptsensei.com/learn-japanese-grammar/%e3%81%ae%e3%81%aa%e3%82%93%e3%81%ae%e3%81%a3%e3%81%a6-no-nan-notte-meaning/
141,のやら / ものやら / ことやら,,I wonder..; unsure; I don’t know ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ae%e3%82%84%e3%82%89-%e3%82%82%e3%81%ae%e3%82%84%e3%82%89-%e3%81%93%e3%81%a8%e3%82%84%e3%82%89-no-yara-mono-yara-koto-yara-meaning/
142,のやら～のやら,,or ~ (I don't know),https://jlptsensei.com/learn-japanese-grammar/%e3%81%ae%e3%82%84%e3%82%89%ef%bd%9e%e3%81%ae%e3%82%84%e3%82%89-no-yara-no-yara/
143,を踏まえて,（をふまえて）,to be based on; to take into account ~,https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e8%b8%8f%e3%81%be%e3%81%88%e3%81%a6-%e3%82%92%e3%81%b5%e3%81%be%e3%81%88%e3%81%a6-o-fumaete-meaning/
144,を経て,（をへて）,through; by way of; after; via ~,https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e7%b5%8c%e3%81%a6-%e3%82%92%e3%81%b8%e3%81%a6-o-hete-meaning/
145,を控えて,（をひかえて）,to be soon; the time has come to; nearby; ahead of ~,https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e6%8e%a7%e3%81%88%e3%81%a6-%e3%82%92%e3%81%b2%e3%81%8b%e3%81%88%e3%81%a6-o-hikaete-meaning/
146,をいいことに,,to take advantage of ~,https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e3%81%84%e3%81%84%e3%81%93%e3%81%a8%e3%81%ab-o-ii-koto-ni-meaning/
147,を顧みず / も顧みず,（をかえりみず / もかえりみず）,despite; without considering; not worrying about; regardless of ~,https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e9%a1%a7%e3%81%bf%e3%81%9a-%e3%82%82%e9%a1%a7%e3%81%bf%e3%81%9a-%e3%82%92%e3%81%8b%e3%81%88%e3%82%8a%e3%81%bf%e3%81%9a-mo-kaerimizu-meaning/
148,を限りに,（をかぎりに）,starting from; the last time (ending a continued action),https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e9%99%90%e3%82%8a%e3%81%ab-o-kagiri-ni-meaning/
149,を兼ねて,（をかねて）,also for the purpose of ~,https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e5%85%bc%e3%81%ad%e3%81%a6-%e3%82%92%e3%81%8b%e3%81%ad%e3%81%a6-o-kanete-meaning/
150,を皮切りに,（をかわきりに）,one after another; starting with ~,https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e7%9a%ae%e5%88%87%e3%82%8a%e3%81%ab-%e3%82%92%e3%81%8b%e3%82%8f%e3%81%8d%e3%82%8a%e3%81%ab-o-kawakiri-ni-meaning/
151,を機に,（をきに）,as an opportunity/chance to ~,https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e6%a9%9f%e3%81%ab-%e3%82%92%e3%81%8d%e3%81%ab-o-ki-ni-meaning/
152,を禁じ得ない,（をきんじえない）,can’t help but; can’t refrain from ~,https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e7%a6%81%e3%81%98%e5%be%97%e3%81%aa%e3%81%84-%e3%82%92%e3%81%8d%e3%82%93%e3%81%98%e3%81%88%e3%81%aa%e3%81%84-o-kinji-enai-meaning/
153,をものともせずに,,in defiance of; not losing to / afraid / worrying about ~,https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e3%82%82%e3%81%ae%e3%81%a8%e3%82%82%e3%81%9b%e3%81%9a%e3%81%ab-o-mono-tomo-sezuni-meaning/
154,をもって / をもちまして,,by means of; with; on / at / as of (time)​,https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e3%82%82%e3%81%a3%e3%81%a6-%e3%82%92%e3%82%82%e3%81%a1%e3%81%be%e3%81%97%e3%81%a6-o-motte-o-mochimashite-meaning/
155,をおいて～ない,,"only; can only be; there is no alternative, only ~",https://jlptsensei.com/learn-japanese-grammar/jlpt-n1-grammar-%e3%82%92%e3%81%8a%e3%81%84%e3%81%a6%ef%bd%9e%e3%81%aa%e3%81%84-o-oitenai-meaning/
156,を押して / を押し切って,（をおして / をおしきって）,to overcome (opposition); to push past ~,https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e6%8a%bc%e3%81%97%e3%81%a6-%e3%82%92%e6%8a%bc%e3%81%97%e5%88%87%e3%81%a3%e3%81%a6-%e3%82%92%e3%81%8a%e3%81%97%e3%81%8d%e3%81%a3%e3%81%a6-o-oshite-o-oshikitte-meaning/
157,を境に,（をさかいに）,since ~ (indicates a large change before & after),https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e5%a2%83%e3%81%ab%e3%81%97%e3%81%a6-%e3%82%92%e3%81%95%e3%81%8b%e3%81%84%e3%81%ab-o-sakai-ni-meaning/
158,を余儀なくされる,（をよぎなくされる）,to be forced to do something because one has no other choice,https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e4%bd%99%e5%84%80%e3%81%aa%e3%81%8f%e3%81%95%e3%82%8c%e3%82%8b-%e3%82%92%e3%82%88%e3%81%8e%e3%81%aa%e3%81%8f%e3%81%95%e3%82%8c%e3%82%8b-o-yogi-naku-sareru-meaning/
159,をよそに,,despite; without regards to ~,https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e3%82%88%e3%81%9d%e3%81%ab-o-yoso-ni-meaning/
160,を前提として,（をぜんていとして）,with the intention to; on the condition / assumption ~,https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e5%89%8d%e6%8f%90%e3%81%a8%e3%81%97%e3%81%a6-o-zentei-toshite-meaning/
161,思いをする,（おもいをする）,to think; to feel ~,https://jlptsensei.com/learn-japanese-grammar/%e6%80%9d%e3%81%84%e3%82%92%e3%81%99%e3%82%8b-%e3%81%8a%e3%82%82%e3%81%84%e3%82%92%e3%81%99%e3%82%8b-omoi-o-suru-meaning/
162,折に,（おりに）,when; at the time; on the occasion ~,https://jlptsensei.com/learn-japanese-grammar/%e6%8a%98%e3%81%ab-%e3%81%8a%e3%82%8a%e3%81%ab-ori-ni-meaning/
163,およそ,,about; roughly; generally; approximately; completely​ ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%8a%e3%82%88%e3%81%9d-oyoso-meaning/
164,さ,,ending particle; indicates assertion,https://jlptsensei.com/learn-japanese-grammar/%e3%81%95-sa-ending-particle-meaning/
165,さも,,"really (seem, appear, etc.); truly; as if ~",https://jlptsensei.com/learn-japanese-grammar/%e7%84%b6%e3%82%82-%e3%81%95%e3%82%82-samo-meaning/
166,さもないと,,otherwise; or else; if not ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%95%e3%82%82%e3%81%aa%e3%81%84%e3%81%a8-samonaito-meaning/
167,さぞ,,surely; certainly; no doubt; indeed​ ~,https://jlptsensei.com/learn-japanese-grammar/%e5%98%b8-%e3%81%95%e3%81%9e%e3%81%8b%e3%81%97-sazo-kashi-meaning/
168,始末だ,（しまつだ）,end up; in the end; as a result (negative),https://jlptsensei.com/learn-japanese-grammar/%e5%a7%8b%e6%9c%ab%e3%81%a0-%e3%81%97%e3%81%be%e3%81%a4%e3%81%a0-shimatsu-da-meaning/
169,そばから,,as soon as; right after​ ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%9d%e3%81%b0%e3%81%8b%e3%82%89-soba-kara-meaning/
170,そびれる,,to miss a chance; to fail to do ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%9d%e3%81%b3%e3%82%8c%e3%82%8b-sobireru-meaning/
171,損なう / 損ねる / 損じる,（そこなう / そこねる / そんじる）,to do something wrong; by mistake; to miss a chance; to fail to ~,https://jlptsensei.com/learn-japanese-grammar/%e6%90%8d%e3%81%aa%e3%81%86-%e6%90%8d%e3%81%ad%e3%82%8b-%e6%90%8d%e3%81%98%e3%82%8b-sokonau-sokoneru-sonjiru-meaning/
172,術がない,（すべがない）,there is no way / means; cannot do ~,https://jlptsensei.com/learn-japanese-grammar/%e8%a1%93%e3%81%8c%e3%81%aa%e3%81%84-%e3%81%99%e3%81%b9%e3%81%8c%e3%81%aa%e3%81%84-sube-ga-nai-meaning/
173,すら / ですら,,even ~ (with emphasis),https://jlptsensei.com/learn-japanese-grammar/%e3%81%99%e3%82%89-%e3%81%a7%e3%81%99%e3%82%89-de-sura-meaning/
174,た弾みに / た拍子に,（たはずみに / たひょうしに）,"the moment [A], unintentionally / inadvertently caused something to happen",https://jlptsensei.com/learn-japanese-grammar/%e3%81%9f%e5%bc%be%e3%81%bf%e3%81%ab-%e3%81%9f%e6%8b%8d%e5%ad%90%e3%81%ab-ta-hazumi-ni-ta-hyoushi-ni-meaning/
175,たことにする / たことになる,,pretend to; see things as untrue; contrary to the truth ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%9f%e3%81%93%e3%81%a8%e3%81%ab%e3%81%99%e3%82%8b-%e3%81%9f%e3%81%93%e3%81%a8%e3%81%ab%e3%81%aa%e3%82%8b-ta-koto-ni-suru-ta-koto-ni-naru-meaning/
176,たところで,,"even if; no matter (who, what, when, where, why, how)",https://jlptsensei.com/learn-japanese-grammar/%e3%81%9f%e3%81%a8%e3%81%93%e3%82%8d%e3%81%a7-ta-tokoro-de-meaning/
177,たつもりはない,,have no intention to / didn't mean to ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%9f%e3%81%a4%e3%82%82%e3%82%8a%e3%81%af%e3%81%aa%e3%81%84-ta-tsumori-wa-nai-meaning/
178,ただ～のみだ,,all we can do is; can do nothing but; only ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%9f%e3%81%a0%ef%bd%9e%e3%81%ae%e3%81%bf%e3%81%a0-tada-nomi-da-meaning/
179,ためしがない,,is never the case; has never happened; I have never seen or heard of ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%9f%e3%82%81%e3%81%97%e3%81%8c%e3%81%aa%e3%81%84-tameshi-ga-nai-meaning/
180,たら最後 / たが最後,（たらさいご / たがさいご）,if you do... negative result,https://jlptsensei.com/learn-japanese-grammar/%e3%81%9f%e3%82%89%e6%9c%80%e5%be%8c-%e3%81%9f%e3%81%8c%e6%9c%80%e5%be%8c-%e3%81%9f%e3%82%89%e3%81%95%e3%81%84%e3%81%94-tara-saigo-meaning/
181,たら～たで,,if / in the case... of course / should ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%9f%e3%82%89%ef%bd%9e%e3%81%9f%e3%81%a7-tara-tade-meaning/
182,たら～ところだ,,"if... (counterfactual condition), then would be ~",https://jlptsensei.com/learn-japanese-grammar/%e3%81%9f%e3%82%89%ef%bd%9e%e3%81%a8%e3%81%93%e3%82%8d%e3%81%a0-tara-tokoro-da-meaning/
183,たりとも,,not even; not any ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%9f%e3%82%8a%e3%81%a8%e3%82%82%ef%bd%9e%e3%81%aa%e3%81%84-tari-tomo-nai-meaning/
184,たるもの / たる,,(those) who are; (that) which is; in the capacity of ... should ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%9f%e3%82%8b%e3%82%82%e3%81%ae-%e3%81%9f%e3%82%8b-taru-mono-meaning/
185,て敵わない,（てかなわない）,can't bear to; unable to; troublesome to; can’t stand to ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e6%95%b5%e3%82%8f%e3%81%aa%e3%81%84-%e3%81%a6%e3%81%8b%e3%81%aa%e3%82%8f%e3%81%aa%e3%81%84-te-kanawanai-meaning/
186,てからというもの,,ever since ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e3%81%8b%e3%82%89%e3%81%a8%e3%81%84%e3%81%86%e3%82%82%e3%81%ae-te-kara-to-iu-mono-meaning/
187,てみせる,,I’ll do my best; I'll definitely do; I'll show you ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e3%81%bf%e3%81%9b%e3%82%8b-te-miseru-meaning/
188,てしかるべきだ,,should; appropriate; it is natural to do ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e3%81%97%e3%81%8b%e3%82%8b%e3%81%b9%e3%81%8d%e3%81%a0-te-shikaru-beki-da-meaning/
189,て済むことではない,（てすむことではない）,~ is not enough to solve the problem; cannot be resolved by ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e6%b8%88%e3%82%80%e3%81%93%e3%81%a8%e3%81%a7%e3%81%af%e3%81%aa%e3%81%84-te-sumu-koto-dewa-nai-meaning/
190,てやまない,,always; never stop; can’t help but ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e3%82%84%e3%81%be%e3%81%aa%e3%81%84-te-yamanai-meaning/
191,手前,（てまえ）,considering; before; in front of; one’s standpoint,https://jlptsensei.com/learn-japanese-grammar/%e6%89%8b%e5%89%8d-%e3%81%a6%e3%81%be%e3%81%88-temae-meaning/
192,てもどうにもならない,,it's no use; can't do anything,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e3%82%82%e3%81%a9%e3%81%86%e3%81%ab%e3%82%82%e3%81%aa%e3%82%89%e3%81%aa%e3%81%84-temo-dou-ni-mo-naranai-meaning/
193,ても差し支えない,（てもさしつかえない）,can ~; it’s okay if ~ (indicates permission or compromise),https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e3%82%82%e5%b7%ae%e3%81%97%e6%94%af%e3%81%88%e3%81%aa%e3%81%84-%e3%81%a6%e3%82%82%e3%81%95%e3%81%97%e3%81%a4%e3%81%8b%e3%81%88%e3%81%aa%e3%81%84-temo-sashitsukaenai-meaning/
194,ても知らない,（てもしらない）,if (you) continue... you'll end up / I don't care about it,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e3%82%82%e7%9f%a5%e3%82%89%e3%81%aa%e3%81%84-temo-shiranai-meaning/
195,と相まって,（とあいまって）,"together with..., more; because of the influence of..., more ~",https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e7%9b%b8%e3%81%be%e3%81%a3%e3%81%a6-%e3%81%a8%e3%81%82%e3%81%84%e3%81%be%e3%81%a3%e3%81%a6-to-aimatte-meaning/
196,とあれば,,if it is the case that; if ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%82%e3%82%8c%e3%81%b0-to-areba-meaning/
197,とあって,,due to the fact that; because of ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%82%e3%81%a3%e3%81%a6-to-atte-meaning/
198,とばかりに,,as if to say; as though~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%b0%e3%81%8b%e3%82%8a%e3%81%ab-to-bakari-ni-meaning/
199,といえども,,even if; even though; despite ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%84%e3%81%88%e3%81%a9%e3%82%82-to-ie-domo-meaning/
200,と言えなくもない,（といえなくもない）,one can even say that; it can also be said that ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e8%a8%80%e3%81%88%e3%81%aa%e3%81%8f%e3%82%82%e3%81%aa%e3%81%84-to-ienaku-mo-nai-meaning/
201,といい～といい,,both ... and; not only ... also; whether it be ... or ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%84%e3%81%84%ef%bd%9e%e3%81%a8%e3%81%84%e3%81%84-to-ii-to-ii-meaning/
202,といったらない,,extremely; very; nothing more ... than this; as ... as it could possibly be,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%84%e3%81%a3%e3%81%9f%e3%82%89%e3%81%aa%e3%81%84-to-ittara-nai-meaning/
203,という,,all; every single ~ (no exceptions),https://jlptsensei.com/learn-japanese-grammar/n1-%e3%81%a8%e3%81%84%e3%81%86-to-iu-meaning-all-every/
204,というか～というか,,or rather; or perhaps I should say; I mean ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%84%e3%81%86%e3%81%8b%ef%bd%9e%e3%81%a8%e3%81%84%e3%81%86%e3%81%8b-to-iu-ka-to-iu-ka-meaning/
205,というもの,,during; for; since; over a period of time,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%84%e3%81%86%e3%82%82%e3%81%ae-to-iu-mono-meaning/
206,というところだ / といったところだ,,at the most; no more than​; at best; roughly; about ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%84%e3%81%86%e3%81%a8%e3%81%93%e3%82%8d%e3%81%a0-%e3%81%a8%e3%81%84%e3%81%a3%e3%81%9f%e3%81%a8%e3%81%93%e3%82%8d%e3%81%a0-iu-tokoro-da-meaning/
207,というわけだ,,that's why; no wonder; this means; it is the case that ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%84%e3%81%86%e3%82%8f%e3%81%91%e3%81%a0-to-iu-wake-da-%e3%81%a8%e3%81%84%e3%81%86%e3%82%8f%e3%81%91%e3%81%a7%e3%81%99-meaning/
208,というわけではない,,it’s not that; it doesn’t mean that ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%84%e3%81%86%e3%82%8f%e3%81%91%e3%81%a7%e3%81%af%e3%81%aa%e3%81%84-to-iu-wake-dewa-nai-meaning/
209,といわず～といわず,,"both; not only A or B, but (overall) ~",https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%84%e3%82%8f%e3%81%9a%ef%bd%9e%e3%81%a8%e3%81%84%e3%82%8f%e3%81%9a-to-iwazu-to-iwazu-meaning/
210,ときている,,because of ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%8d%e3%81%a6%e3%81%84%e3%82%8b-to-kiteiru-meaning/
211,とみると,,"as soon as one realizes ..., then ~",https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%bf%e3%82%8b%e3%81%a8-to-miru-to-meaning/
212,と見るや,（とみるや）,at the sight of; upon seeing; after confirming ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e8%a6%8b%e3%82%8b%e3%82%84-%e3%81%a8%e3%81%bf%e3%82%8b%e3%82%84-to-miru-ya-meaning/
213,となると / となれば,,when it comes to; in such a case; if that happens,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%aa%e3%82%8b%e3%81%a8-%e3%81%a8%e3%81%aa%e3%82%8c%e3%81%b0-%e3%81%a8%e3%81%aa%e3%81%a3%e3%81%9f%e3%82%89-to-naru-to-nareba-meaning/
214,とされる,,is considered to; it is said that ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%95%e3%82%8c%e3%82%8b-%e3%81%a8%e3%81%95%e3%82%8c%e3%81%a6%e3%81%84%e3%82%8b-to-sareru-meaning/
215,ときたら,,when it comes to; concerning ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%8d%e3%81%9f%e3%82%89-tokitara-meaning/
216,ところを,,although (it is a certain time/condition); even though normally,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%93%e3%82%8d%e3%82%92-tokoro-o-meaning/
217,ともあろうものが,,of all people (expression showing surprise at a high standing person's misbehavior),https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%82%82%e3%81%82%e3%82%8d%e3%81%86%e3%82%82%e3%81%ae%e3%81%8c-tomo-arou-mono-ga-meaning/
218,ともなく / ともなしに,,somehow; without knowing; without thinking; unconsciously​ ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%82%82%e3%81%aa%e3%81%8f-%e3%81%a8%e3%82%82%e3%81%aa%e3%81%97%e3%81%ab-tomo-naku-meaning/
219,ともすれば,,apt to (do); tend to; liable to; prone to ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%82%82%e3%81%99%e3%82%8c%e3%81%b0-tomo-sureba-meaning/
220,とも～とも,,unable to draw a conclusion; unable to judge,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%82%82%ef%bd%9e%e3%81%a8%e3%82%82-tomo-tomo-meaning/
221,とりわけ,,especially; above all ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%82%8a%e3%82%8f%e3%81%91-toriwake-meaning/
222,としたことが,,"of all people, who would have thought?",https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%97%e3%81%9f%e3%81%93%e3%81%a8%e3%81%8c-toshita-koto-ga-meaning/
223,とっさに,,at once; right away; promptly,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%a3%e3%81%95%e3%81%ab-tossa-ni-meaning/
224,とて,,even; even if/though ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%a6-tote-particle-meaning/
225,とは,,I didn't know; I was surprised that; the fact that ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%af-towa-meaning/
226,とはいえ,,though; although; be that as it may; nonetheless,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%af%e3%81%84%e3%81%88-towa-ie-meaning/
227,とは比べものにならない,（とはくらべものにならない）,can't compare with ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%af%e6%af%94%e3%81%b9%e3%82%82%e3%81%ae%e3%81%ab%e3%81%aa%e3%82%89%e3%81%aa%e3%81%84-towa-kurabemono-ni-naranai-meaning/
