#,Grammar,Reading,Meaning,Source
140,次第に,（しだいに）,gradually (progress into a state); in sequence; in order,https://jlptsensei.com/learn-japanese-grammar/%e6%ac%a1%e7%ac%ac%e3%81%ab-shidai-ni-meaning/
141,しかも,,moreover; furthermore; and yet; what’s more ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%97%e3%81%8b%e3%82%82-shikamo-meaning/
142,その上,（そのうえ）,besides; in addition; furthermore ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%9d%e3%81%ae%e4%b8%8a-sono-ue-meaning/
143,それなのに,,and yet; despite this; but even so ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%9d%e3%82%8c%e3%81%aa%e3%81%ae%e3%81%ab-sore-na-noni-meaning/
144,それなら,,if that’s the case; if so ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%9d%e3%82%8c%e3%81%aa%e3%82%89-sore-nara-meaning/
145,それにしても,,nevertheless; at any rate; even so; be that as it may ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%9d%e3%82%8c%e3%81%ab%e3%81%97%e3%81%a6%e3%82%82-sore-ni-shitemo-meaning/
146,そう言えば,（そういえば）,come to think of it; now that you mention it ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%9d%e3%81%86%e8%a8%80%e3%81%88%e3%81%b0-sou-ieba-meaning/
147,そうすると,,having done that; if that is done; if it is done in that way,https://jlptsensei.com/learn-japanese-grammar/%e3%81%9d%e3%81%86%e3%81%99%e3%82%8b%e3%81%a8-sou-suru-to-meaning/
148,末に,（すえに）,finally; after; following; at the end/ conclusion of ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%9f%e6%9c%ab%e3%81%ab-ta-sue-ni-meaning/
149,少しも～ない,（すこしも～ない）,not one bit; not even a little ~,https://jlptsensei.com/learn-japanese-grammar/%e5%b0%91%e3%81%97%e3%82%82%ef%bd%9e%e3%81%aa%e3%81%84-sukoshi-mo-nai-meaning/
150,少なくとも,（すくなくとも）,at least ~,https://jlptsensei.com/learn-japanese-grammar/%e5%b0%91%e3%81%aa%e3%81%8f%e3%81%a8%e3%82%82-sukunaku-tomo-meaning/
151,直ちに,（ただちに）,at once; immediately; directly; in person; automatically ~,https://jlptsensei.com/learn-japanese-grammar/%e7%9b%b4%e3%81%a1%e3%81%ab-%e3%81%9f%e3%81%a0%e3%81%a1%e3%81%ab-tadachi-ni-meaning/
152,たまえ,,do~; order somebody to do something,https://jlptsensei.com/learn-japanese-grammar/%e3%81%9f%e3%81%be%e3%81%88-tamae-meaning/
153,てばかりはいられない,,can’t keep doing ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e3%81%b0%e3%81%8b%e3%82%8a%e3%81%af%e3%81%84%e3%82%89%e3%82%8c%e3%81%aa%e3%81%84-te-bakari-wa-irarenai-meaning/
154,てでも,,even if I have to; by all means ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e3%81%a7%e3%82%82-te-demo-meaning/
155,て以来,（ていらい）,since; henceforth ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e4%bb%a5%e6%9d%a5-te-irai-meaning/
156,ていては,,if one keeps doing ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e3%81%84%e3%81%a6%e3%81%af-te-ite-wa-meaning/
157,てこそ,,now that; since (something happened),https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e3%81%93%e3%81%9d-te-koso-meaning/
158,てまで,,even; will go far so as to ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e3%81%be%e3%81%a7-te-made-meaning/
159,てならない,,can't help but; dying to; extremely ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e3%81%aa%e3%82%89%e3%81%aa%e3%81%84-te-naranai-meaning/
160,てたまらない,,can't help but; dying to; extremely ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e3%81%9f%e3%81%be%e3%82%89%e3%81%aa%e3%81%84-te-tamaranai-meaning/
161,て当然だ,（てとうぜんだ）,natural; as a matter of course,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e5%bd%93%e7%84%b6%e3%81%a0-te-touzen-da-meaning/
162,ては / では,,whenever; if; when~; repetitive action,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e3%81%af-%e3%81%a7%e3%81%af-tewa-dewa-meaning/
163,てはいられない,,can’t afford to; unable to ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e3%81%af%e3%81%84%e3%82%89%e3%82%8c%e3%81%aa%e3%81%84-tewa-irarenai-meaning/
164,てはならない,,must not; cannot; should not ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e3%81%af%e3%81%aa%e3%82%89%e3%81%aa%e3%81%84-tewa-naranai-meaning/
165,ては～ては,,repetitive situations/actions,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e3%81%af%ef%bd%9e%e3%81%a6%e3%81%af-tewa-tewa-meaning/
166,と同時に,（とどうじに）,at the same time as; while; simultaneously ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e5%90%8c%e6%99%82%e3%81%ab-to-douji-ni-meaning/
167,といった,,like; such as ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%84%e3%81%a3%e3%81%9f-to-itta-meaning/
168,というふうに,,in such a way that ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%84%e3%81%86%e3%81%b5%e3%81%86%e3%81%ab-to-iu-fuu-ni-meaning/
169,ということは,,that is to say; so that means; in other words ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%84%e3%81%86%e3%81%93%e3%81%a8%e3%81%af-to-iu-koto-wa-meaning/
170,というものだ,,something like; something called ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%84%e3%81%86%e3%82%82%e3%81%ae%e3%81%a0-to-iu-mono-da-meaning/
171,というものではない,,there is no guarantee that…; not necessarily ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%84%e3%81%86%e3%82%82%e3%81%ae%e3%81%a7%e3%81%af%e3%81%aa%e3%81%84-to-iu-mono-dewa-nai-meaning/
172,と考えられる,（とかんがえられる）,one can think that; it is conceivable that; considered ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e8%80%83%e3%81%88%e3%82%89%e3%82%8c%e3%82%8b-to-kangaerareru-meaning/
173,とか,（で）,I heard that ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%8b%e3%81%a7-toka-de-meaning/
174,とっくに,,long ago; already; a long time ago,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%a3%e3%81%8f%e3%81%ab-tokku-ni-meaning/
175,ところだった,,was just about to do something; something almost happened,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%93%e3%82%8d%e3%81%a0%e3%81%a3%e3%81%9f-tokoro-datta-meaning/
176,ところに,,at the time; just as I was ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%93%e3%82%8d%e3%81%ab-tokoro-ni-meaning/
177,ところを見ると,（ところをみると）,judging from; seeing that ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%93%e3%82%8d%e3%82%92%e8%a6%8b%e3%82%8b%e3%81%a8-tokoro-o-miru-to-meaning/
178,とも,,"even if; no matter (who, what, when, where, why, how); though ~",https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%82%82-tomo-meaning/
179,として～ない,,not at all; there is not even one,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%97%e3%81%a6%ef%bd%9e%e3%81%aa%e3%81%84-toshite-nai-meaning/
180,としても,,assuming; even if ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%97%e3%81%a6%e3%82%82-toshitemo-meaning/
181,つつ,,while; even though; despite ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a4%e3%81%a4-tsutsu-meaning/
182,つつある,,to be doing; to be in the process of doing ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a4%e3%81%a4%e3%81%82%e3%82%8b-tsutsu-aru-meaning/
183,上は,（うえは）,now that; since; as long as ~,https://jlptsensei.com/learn-japanese-grammar/%e4%b8%8a%e3%81%af-ue-wa-meaning/
184,はもとより,,also; let alone; from the beginning,https://jlptsensei.com/learn-japanese-grammar/%e3%81%af%e3%82%82%e3%81%a8%e3%82%88%e3%82%8a-wa-moto-yori-meaning/
185,はともかく,,anyhow; anyway; regardless; in any case; whether or not ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%af%e3%81%a8%e3%82%82%e3%81%8b%e3%81%8f-wa-tomokaku-meaning/
186,わずかに,,slightly; only; barely; narrowly ~,https://jlptsensei.com/learn-japanese-grammar/%e3%82%8f%e3%81%9a%e3%81%8b%e3%81%ab-wazuka-ni-meaning/
187,やがて,,before long; soon; almost; eventually ~,https://jlptsensei.com/learn-japanese-grammar/%e3%82%84%e3%81%8c%e3%81%a6-yagate-meaning/
188,やら～やら,,such things as A and B; A and B and so on ~,https://jlptsensei.com/learn-japanese-grammar/%e3%82%84%e3%82%89%ef%bd%9e%e3%82%84%e3%82%89-yara-yara-meaning/
189,よほど / よっぽど,,very; greatly; much; to a large extent,https://jlptsensei.com/learn-japanese-grammar/%e3%82%88%e3%81%bb%e3%81%a9-%e3%82%88%e3%81%a3%e3%81%bd%e3%81%a9-yohodo-yoppodo-meaning/
190,より [2],,"from~ (a time, place, or person)",https://jlptsensei.com/learn-japanese-grammar/%e3%82%88%e3%82%8a-yori-from-time-place/
191,よりほかない,,to have no choice but ~,https://jlptsensei.com/learn-japanese-grammar/%e3%82%88%e3%82%8a%e3%81%bb%e3%81%8b%e3%81%aa%e3%81%84-yori-hoka-nai-meaning/
192,ようでは,,if ~ (bad result),https://jlptsensei.com/learn-japanese-grammar/%e3%82%88%e3%81%86%e3%81%a7%e3%81%af-you-dewa-meaning/
193,ようではないか,,let’s do (something); why don’t we ~,https://jlptsensei.com/learn-japanese-grammar/%e3%82%88%e3%81%86%e3%81%a7%e3%81%af%e3%81%aa%e3%81%84%e3%81%8b-you-dewa-nai-ka-meaning/
194,ようか～まいか,,whether or not; considering options,https://jlptsensei.com/learn-japanese-grammar/%e3%82%88%e3%81%86%e3%81%8b%ef%bd%9e%e3%81%be%e3%81%84%e3%81%8b-you-ka-mai-ka-meaning/
195,要するに,（ようするに）,in short; in a word; to sum up; to put it simply ~,https://jlptsensei.com/learn-japanese-grammar/%e8%a6%81%e3%81%99%e3%82%8b%e3%81%ab-%e3%82%88%e3%81%86%e3%81%99%e3%82%8b%e3%81%ab-you-suru-ni-meaning/
196,ざるを得ない,（ざるをえない）,cannot help (doing); have no choice but to ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%96%e3%82%8b%e3%82%92%e5%be%97%e3%81%aa%e3%81%84-zaru-o-enai-meaning/
197,ずに済む ,（ずにすむ）,get by without doing ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%9a%e3%81%ab%e6%b8%88%e3%82%80-zu-ni-sumu-meaning/
